GISJOIN,YEAR,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JMBE001,JMBE002,JMBE003,JMBE004,JMBE005,JMBE006,JMBE007,JMBE008,JMBE009,JMBE010,NAME_M,JMBM001,JMBM002,JMBM003,JMBM004,JMBM005,JMBM006,JMBM007,JMBM008,JMBM009,JMBM010
"G17938","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clinton, IA--IL Urban Cluster","17938",,,,,,,,,,,"Clinton, IA--IL Urban Cluster",31721,29382,1216,73,109,6,161,774,44,730,"Clinton, IA--IL Urban Cluster",387,447,225,57,79,10,119,203,45,202
"G17965","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clinton, MO Urban Cluster","17965",,,,,,,,,,,"Clinton, MO Urban Cluster",8778,8242,91,72,0,129,17,227,49,178,"Clinton, MO Urban Cluster",341,340,91,66,114,132,21,106,59,79
"G17992","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clinton, NC Urban Cluster","17992",,,,,,,,,,,"Clinton, NC Urban Cluster",8962,4323,3453,75,57,10,944,100,10,90,"Clinton, NC Urban Cluster",299,320,319,52,48,14,396,51,12,50
"G18019","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clinton, OK Urban Cluster","18019",,,,,,,,,,,"Clinton, OK Urban Cluster",8216,6012,456,431,110,23,761,423,197,226,"Clinton, OK Urban Cluster",195,450,198,250,72,38,330,190,166,168
"G18046","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clinton, SC Urban Cluster","18046",,,,,,,,,,,"Clinton, SC Urban Cluster",10506,6469,3958,0,19,2,0,58,0,58,"Clinton, SC Urban Cluster",491,630,573,132,25,12,132,37,132,37
"G18073","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clinton South, TN Urban Cluster","18073",,,,,,,,,,,"Clinton South, TN Urban Cluster",3803,3775,0,0,28,0,0,0,0,0,"Clinton South, TN Urban Cluster",591,597,127,127,40,127,127,127,127,127
"G18100","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clintonville, WI Urban Cluster","18100",,,,,,,,,,,"Clintonville, WI Urban Cluster",4764,4576,0,17,21,0,0,150,71,79,"Clintonville, WI Urban Cluster",96,147,99,24,30,99,99,115,90,71
"G18127","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cloquet, MN Urban Cluster","18127",,,,,,,,,,,"Cloquet, MN Urban Cluster",12388,11156,148,519,96,0,247,222,12,210,"Cloquet, MN Urban Cluster",438,445,91,172,70,93,150,135,24,127
"G18154","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clover, SC Urban Cluster","18154",,,,,,,,,,,"Clover, SC Urban Cluster",4272,3280,767,0,0,0,0,225,0,225,"Clover, SC Urban Cluster",389,398,346,132,132,132,132,144,132,144
"G18181","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cloverdale, CA Urban Cluster","18181",,,,,,,,,,,"Cloverdale, CA Urban Cluster",7814,6197,26,52,65,0,1445,29,0,29,"Cloverdale, CA Urban Cluster",481,494,43,48,76,132,411,37,132,37
"G18208","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clovis, NM Urban Cluster","18208",,,,,,,,,,,"Clovis, NM Urban Cluster",39819,25935,3292,616,718,32,8305,921,615,306,"Clovis, NM Urban Cluster",492,912,241,132,93,41,910,315,261,146
"G18235","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clyde, OH Urban Cluster","18235",,,,,,,,,,,"Clyde, OH Urban Cluster",6337,6023,0,0,0,0,57,257,72,185,"Clyde, OH Urban Cluster",200,203,119,119,119,119,56,138,58,104
"G18262","2006-2010",,,,,,,,,,,,,,,,,,,,,"Clyde, TX Urban Cluster","18262",,,,,,,,,,,"Clyde, TX Urban Cluster",3635,3394,0,0,0,0,0,241,34,207,"Clyde, TX Urban Cluster",223,265,127,127,127,127,127,155,54,125
"G18289","2006-2010",,,,,,,,,,,,,,,,,,,,,"Coalinga, CA Urban Cluster","18289",,,,,,,,,,,"Coalinga, CA Urban Cluster",8458,6461,401,133,107,0,967,389,241,148,"Coalinga, CA Urban Cluster",342,484,247,94,111,132,262,168,112,96
"G18343","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cobleskill, NY Urban Cluster","18343",,,,,,,,,,,"Cobleskill, NY Urban Cluster",6201,5726,189,43,66,0,74,103,11,92,"Cobleskill, NY Urban Cluster",470,450,91,42,58,123,59,93,18,89
"G18370","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cochran, GA Urban Cluster","18370",,,,,,,,,,,"Cochran, GA Urban Cluster",6074,3124,2777,0,173,0,0,0,0,0,"Cochran, GA Urban Cluster",754,611,478,132,256,132,132,132,132,132
"G18397","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cody, WY Urban Cluster","18397",,,,,,,,,,,"Cody, WY Urban Cluster",9009,8681,0,249,0,2,0,77,0,77,"Cody, WY Urban Cluster",156,206,119,159,119,4,119,48,119,48
"G18424","2006-2010",,,,,,,,,,,,,,,,,,,,,"Coeburn, VA Urban Cluster","18424",,,,,,,,,,,"Coeburn, VA Urban Cluster",2589,2461,12,54,0,0,62,0,0,0,"Coeburn, VA Urban Cluster",533,500,19,81,127,127,85,127,127,127
"G18451","2006-2010",,,,,,,,,,,,,,,,,,,,,"Coeur d'Alene, ID Urbanized Area","18451",,,,,,,,,,,"Coeur d'Alene, ID Urbanized Area",85944,81779,247,599,454,64,477,2324,80,2244,"Coeur d'Alene, ID Urbanized Area",1530,1504,62,216,146,50,207,396,59,397
"G18478","2006-2010",,,,,,,,,,,,,,,,,,,,,"Coffeyville, KS--OK Urban Cluster","18478",,,,,,,,,,,"Coffeyville, KS--OK Urban Cluster",10467,7779,1261,279,0,19,87,1042,18,1024,"Coffeyville, KS--OK Urban Cluster",272,366,283,103,119,23,79,308,34,308
"G18505","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cokato, MN Urban Cluster","18505",,,,,,,,,,,"Cokato, MN Urban Cluster",2735,2616,35,0,0,0,0,84,0,84,"Cokato, MN Urban Cluster",251,259,53,93,93,93,93,67,93,67
"G18532","2006-2010",,,,,,,,,,,,,,,,,,,,,"Colby, KS Urban Cluster","18532",,,,,,,,,,,"Colby, KS Urban Cluster",5362,5155,48,63,29,0,0,67,33,34,"Colby, KS Urban Cluster",109,169,50,72,32,109,109,56,46,36
"G18559","2006-2010",,,,,,,,,,,,,,,,,,,,,"Colchester, CT Urban Cluster","18559",,,,,,,,,,,"Colchester, CT Urban Cluster",7247,6772,237,39,65,0,9,125,38,87,"Colchester, CT Urban Cluster",607,571,187,42,78,123,14,102,42,76
"G18586","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cold Spring, MN Urban Cluster","18586",,,,,,,,,,,"Cold Spring, MN Urban Cluster",3665,3599,0,0,35,0,13,18,18,0,"Cold Spring, MN Urban Cluster",270,274,93,93,38,93,16,28,28,93
"G18613","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cold Spring, NY Urban Cluster","18613",,,,,,,,,,,"Cold Spring, NY Urban Cluster",3174,2976,0,0,73,0,94,31,0,31,"Cold Spring, NY Urban Cluster",324,347,123,123,64,123,77,33,123,33
"G18640","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cold Springs, NV Urban Cluster","18640",,,,,,,,,,,"Cold Springs, NV Urban Cluster",3703,2789,113,79,98,0,581,43,0,43,"Cold Springs, NV Urban Cluster",826,583,138,60,81,136,585,39,136,39
"G18667","2006-2010",,,,,,,,,,,,,,,,,,,,,"Coldwater, MI Urban Cluster","18667",,,,,,,,,,,"Coldwater, MI Urban Cluster",15021,13064,1195,75,197,10,33,447,31,416,"Coldwater, MI Urban Cluster",464,337,223,45,86,17,37,135,29,134
"G18694","2006-2010",,,,,,,,,,,,,,,,,,,,,"Coleman, TX Urban Cluster","18694",,,,,,,,,,,"Coleman, TX Urban Cluster",4117,3823,0,12,0,0,191,91,20,71,"Coleman, TX Urban Cluster",264,309,127,12,127,127,185,65,32,58
"G18721","2006-2010",,,,,,,,,,,,,,,,,,,,,"Colfax, WA Urban Cluster","18721",,,,,,,,,,,"Colfax, WA Urban Cluster",2656,2574,0,0,44,0,0,38,0,38,"Colfax, WA Urban Cluster",143,159,123,123,61,123,123,48,123,48
"G18748","2006-2010",,,,,,,,,,,,,,,,,,,,,"College Station--Bryan, TX Urbanized Area","18748",,,,,,,,,,,"College Station--Bryan, TX Urbanized Area",148676,108602,17997,438,8550,108,9769,3212,941,2271,"College Station--Bryan, TX Urbanized Area",1313,1808,674,137,387,84,1236,515,247,426
"G18775","2006-2010",,,,,,,,,,,,,,,,,,,,,"Colonial Beach, VA Urban Cluster","18775",,,,,,,,,,,"Colonial Beach, VA Urban Cluster",4916,4254,507,0,66,0,0,89,0,89,"Colonial Beach, VA Urban Cluster",399,425,198,127,72,127,127,97,127,97
"G18802","2006-2010",,,,,,,,,,,,,,,,,,,,,"Colorado City, AZ--UT Urban Cluster","18802",,,,,,,,,,,"Colorado City, AZ--UT Urban Cluster",6826,6826,0,0,0,0,0,0,0,0,"Colorado City, AZ--UT Urban Cluster",312,312,119,119,119,119,119,119,119,119
"G18829","2006-2010",,,,,,,,,,,,,,,,,,,,,"Colorado City, TX Urban Cluster","18829",,,,,,,,,,,"Colorado City, TX Urban Cluster",6741,3976,1039,26,9,0,1445,246,190,56,"Colorado City, TX Urban Cluster",192,374,93,21,16,127,293,117,111,41
"G18856","2006-2010",,,,,,,,,,,,,,,,,,,,,"Colorado Springs, CO Urbanized Area","18856",,,,,,,,,,,"Colorado Springs, CO Urbanized Area",488316,390439,31239,4605,12980,1348,22797,24908,4075,20833,"Colorado Springs, CO Urbanized Area",2313,3010,1058,520,632,300,1757,1401,594,1327
"G18883","2006-2010",,,,,,,,,,,,,,,,,,,,,"Columbia, KY Urban Cluster","18883",,,,,,,,,,,"Columbia, KY Urban Cluster",4447,3941,433,0,32,0,14,27,0,27,"Columbia, KY Urban Cluster",273,266,231,123,51,123,25,85,123,85
"G18910","2006-2010",,,,,,,,,,,,,,,,,,,,,"Columbia, MS Urban Cluster","18910",,,,,,,,,,,"Columbia, MS Urban Cluster",6796,3606,3078,9,35,0,33,35,0,35,"Columbia, MS Urban Cluster",591,481,481,14,35,127,48,49,127,49
"G18937","2006-2010",,,,,,,,,,,,,,,,,,,,,"Columbia, MO Urbanized Area","18937",,,,,,,,,,,"Columbia, MO Urbanized Area",109944,85518,12652,602,5224,120,1758,4070,231,3839,"Columbia, MO Urbanized Area",1383,1278,634,332,328,33,467,629,109,603
"G18964","2006-2010",,,,,,,,,,,,,,,,,,,,,"Columbia, SC Urbanized Area","18964",,,,,,,,,,,"Columbia, SC Urbanized Area",461110,265665,169295,957,9397,207,6890,8699,673,8026,"Columbia, SC Urbanized Area",2850,2344,2002,224,560,90,1026,844,238,858
"G18991","2006-2010",,,,,,,,,,,,,,,,,,,,,"Columbia, TN Urban Cluster","18991",,,,,,,,,,,"Columbia, TN Urban Cluster",34869,26920,6833,14,165,0,603,334,0,334,"Columbia, TN Urban Cluster",795,876,514,20,152,127,312,180,127,180
"G19018","2006-2010",,,,,,,,,,,,,,,,,,,,,"Columbia City, IN Urban Cluster","19018",,,,,,,,,,,"Columbia City, IN Urban Cluster",7708,7406,67,0,23,0,29,183,0,183,"Columbia City, IN Urban Cluster",422,440,77,119,23,119,28,146,119,146
"G19045","2006-2010",,,,,,,,,,,,,,,,,,,,,"Columbia Falls, MT Urban Cluster","19045",,,,,,,,,,,"Columbia Falls, MT Urban Cluster",5413,5286,0,28,42,0,0,57,0,57,"Columbia Falls, MT Urban Cluster",480,483,104,39,66,104,104,58,104,58
"G19072","2006-2010",,,,,,,,,,,,,,,,,,,,,"Columbiana, OH Urban Cluster","19072",,,,,,,,,,,"Columbiana, OH Urban Cluster",11000,10831,39,4,0,0,58,68,0,68,"Columbiana, OH Urban Cluster",467,469,53,7,119,119,65,61,119,61
"G19099","2006-2010",,,,,,,,,,,,,,,,,,,,,"Columbus, GA--AL Urbanized Area","19099",,,,,,,,,,,"Columbus, GA--AL Urbanized Area",240623,122311,102220,734,4091,539,5081,5647,1196,4451,"Columbus, GA--AL Urbanized Area",1593,1452,1466,202,380,235,627,724,385,599
"G19126","2006-2010",,,,,,,,,,,,,,,,,,,,,"Columbus, IN Urbanized Area","19126",,,,,,,,,,,"Columbus, IN Urbanized Area",52238,46903,1163,116,2148,0,825,1083,7,1076,"Columbus, IN Urbanized Area",970,1056,184,80,172,119,303,387,12,385
"G19153","2006-2010",,,,,,,,,,,,,,,,,,,,,"Columbus, KS Urban Cluster","19153",,,,,,,,,,,"Columbus, KS Urban Cluster",3055,2758,8,154,0,0,0,135,0,135,"Columbus, KS Urban Cluster",225,236,14,130,109,109,109,93,109,93
"G19180","2006-2010",,,,,,,,,,,,,,,,,,,,,"Columbus, MS Urban Cluster","19180",,,,,,,,,,,"Columbus, MS Urban Cluster",31898,14302,17254,18,150,0,43,131,0,131,"Columbus, MS Urban Cluster",1053,799,819,32,98,127,52,83,127,83
"G19207","2006-2010",,,,,,,,,,,,,,,,,,,,,"Columbus, NE Urban Cluster","19207",,,,,,,,,,,"Columbus, NE Urban Cluster",21370,20175,46,154,109,0,465,421,120,301,"Columbus, NE Urban Cluster",163,423,71,152,73,99,286,191,76,169
"G19234","2006-2010",,,,,,,,,,,,,,,,,,,,,"Columbus, OH Urbanized Area","19234",,,,,,,,,,,"Columbus, OH Urbanized Area",1204689,863058,246677,2350,45611,354,15917,30722,2494,28228,"Columbus, OH Urbanized Area",1944,2782,1561,519,1059,201,1450,1769,470,1660
"G19261","2006-2010",,,,,,,,,,,,,,,,,,,,,"Columbus, TX Urban Cluster","19261",,,,,,,,,,,"Columbus, TX Urban Cluster",4176,3325,687,0,0,14,88,62,36,26,"Columbus, TX Urban Cluster",293,339,219,127,127,23,68,94,56,39
"G19288","2006-2010",,,,,,,,,,,,,,,,,,,,,"Columbus, WI Urban Cluster","19288",,,,,,,,,,,"Columbus, WI Urban Cluster",4694,4602,0,49,0,0,0,43,0,43,"Columbus, WI Urban Cluster",144,151,99,59,99,99,99,59,99,59
"G19315","2006-2010",,,,,,,,,,,,,,,,,,,,,"Columbus AFB, MS Urban Cluster","19315",,,,,,,,,,,"Columbus AFB, MS Urban Cluster",2929,1530,948,17,240,0,71,123,8,115,"Columbus AFB, MS Urban Cluster",411,303,270,31,116,127,74,116,13,116
"G19342","2006-2010",,,,,,,,,,,,,,,,,,,,,"Colusa, CA Urban Cluster","19342",,,,,,,,,,,"Colusa, CA Urban Cluster",6772,4505,60,198,157,15,1577,260,82,178,"Colusa, CA Urban Cluster",280,491,63,268,127,18,365,158,98,82
"G19369","2006-2010",,,,,,,,,,,,,,,,,,,,,"Colville, WA Urban Cluster","19369",,,,,,,,,,,"Colville, WA Urban Cluster",5059,4722,0,102,55,0,49,131,18,113,"Colville, WA Urban Cluster",125,181,123,60,44,123,54,95,25,94
"G19396","2006-2010",,,,,,,,,,,,,,,,,,,,,"Comanche, TX Urban Cluster","19396",,,,,,,,,,,"Comanche, TX Urban Cluster",4030,3252,30,0,0,0,666,82,0,82,"Comanche, TX Urban Cluster",123,330,28,127,127,127,345,70,127,70
"G19423","2006-2010",,,,,,,,,,,,,,,,,,,,,"Comfort, TX Urban Cluster","19423",,,,,,,,,,,"Comfort, TX Urban Cluster",2492,2474,0,0,0,0,18,0,0,0,"Comfort, TX Urban Cluster",563,566,127,127,127,127,31,127,127,127
"G19450","2006-2010",,,,,,,,,,,,,,,,,,,,,"Commerce, GA Urban Cluster","19450",,,,,,,,,,,"Commerce, GA Urban Cluster",5271,4399,590,0,49,0,178,55,0,55,"Commerce, GA Urban Cluster",413,525,354,132,60,132,225,57,132,57
"G19477","2006-2010",,,,,,,,,,,,,,,,,,,,,"Commerce, TX Urban Cluster","19477",,,,,,,,,,,"Commerce, TX Urban Cluster",7188,4565,1855,0,430,63,132,143,24,119,"Commerce, TX Urban Cluster",339,466,422,127,189,103,110,88,34,77
"G19504","2006-2010",,,,,,,,,,,,,,,,,,,,,"Concord, CA Urbanized Area","19504",,,,,,,,,,,"Concord, CA Urbanized Area",560100,412995,14792,1641,77366,2015,27466,23825,3643,20182,"Concord, CA Urbanized Area",1871,2820,1526,407,1937,625,1909,1522,590,1408
"G19531","2006-2010",,,,,,,,,,,,,,,,,,,,,"Concord, NH Urban Cluster","19531",,,,,,,,,,,"Concord, NH Urban Cluster",47988,45503,649,160,970,0,137,569,46,523,"Concord, NH Urban Cluster",872,927,224,110,298,114,125,212,46,208
"G19558","2006-2010",,,,,,,,,,,,,,,,,,,,,"Concord, NC Urbanized Area","19558",,,,,,,,,,,"Concord, NC Urbanized Area",129070,98535,21095,475,1588,151,4818,2408,376,2032,"Concord, NC Urbanized Area",1633,1705,976,202,463,173,950,450,200,397
"G19585","2006-2010",,,,,,,,,,,,,,,,,,,,,"Concordia, KS Urban Cluster","19585",,,,,,,,,,,"Concordia, KS Urban Cluster",5311,5277,0,0,0,0,5,29,0,29,"Concordia, KS Urban Cluster",98,98,109,109,109,109,15,32,109,32
"G19612","2006-2010",,,,,,,,,,,,,,,,,,,,,"Conneaut, OH Urban Cluster","19612",,,,,,,,,,,"Conneaut, OH Urban Cluster",10089,9514,213,23,13,0,23,303,0,303,"Conneaut, OH Urban Cluster",347,392,122,27,22,119,40,173,119,173
"G19639","2006-2010",,,,,,,,,,,,,,,,,,,,,"Conneaut Lake, PA Urban Cluster","19639",,,,,,,,,,,"Conneaut Lake, PA Urban Cluster",2964,2922,9,2,0,0,0,31,0,31,"Conneaut Lake, PA Urban Cluster",337,338,15,3,109,109,109,40,109,40
"G19666","2006-2010",,,,,,,,,,,,,,,,,,,,,"Connell, WA Urban Cluster","19666",,,,,,,,,,,"Connell, WA Urban Cluster",2674,885,66,52,119,3,1524,25,0,25,"Connell, WA Urban Cluster",225,261,75,65,85,5,352,28,123,28
"G19693","2006-2010",,,,,,,,,,,,,,,,,,,,,"Connersville, IN Urban Cluster","19693",,,,,,,,,,,"Connersville, IN Urban Cluster",14864,14194,230,0,25,0,111,304,0,304,"Connersville, IN Urban Cluster",312,334,64,119,28,119,81,52,119,52
"G19720","2006-2010",,,,,,,,,,,,,,,,,,,,,"Conrad, MT Urban Cluster","19720",,,,,,,,,,,"Conrad, MT Urban Cluster",2512,2439,0,33,0,0,10,30,6,24,"Conrad, MT Urban Cluster",75,72,104,34,104,104,11,18,9,18
"G19747","2006-2010",,,,,,,,,,,,,,,,,,,,,"Conroe, TX Urban Cluster","19747",,,,,,,,,,,"Conroe, TX Urban Cluster",49582,40274,4442,213,656,0,3574,423,197,226,"Conroe, TX Urban Cluster",1068,1389,871,132,407,127,820,254,211,154
"G19774","2006-2010",,,,,,,,,,,,,,,,,,,,,"Constantine, MI Urban Cluster","19774",,,,,,,,,,,"Constantine, MI Urban Cluster",3595,3387,49,46,4,0,21,88,5,83,"Constantine, MI Urban Cluster",372,359,41,37,7,109,30,51,8,53
"G19801","2006-2010",,,,,,,,,,,,,,,,,,,,,"Conway, AR Urbanized Area","19801",,,,,,,,,,,"Conway, AR Urban Cluster",52882,41850,8369,144,986,23,262,1248,35,1213,"Conway, AR Urban Cluster",851,864,538,84,187,48,176,311,34,307
"G19828","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cookeville, TN Urban Cluster","19828",,,,,,,,,,,"Cookeville, TN Urban Cluster",38768,35991,1064,81,675,0,405,552,10,542,"Cookeville, TN Urban Cluster",1008,1069,324,59,137,127,294,271,19,268
"G19855","2006-2010",,,,,,,,,,,,,,,,,,,,,"Coolbaugh township, PA Urban Cluster","19855",,,,,,,,,,,"Coolbaugh township, PA Urban Cluster",8685,4751,3219,9,124,0,336,246,0,246,"Coolbaugh township, PA Urban Cluster",884,662,794,16,119,109,295,160,109,160
"G19882","2006-2010",,,,,,,,,,,,,,,,,,,,,"Coolidge, AZ Urban Cluster","19882",,,,,,,,,,,"Coolidge, AZ Urban Cluster",8493,5170,1084,628,35,0,1281,295,47,248,"Coolidge, AZ Urban Cluster",566,648,402,373,29,132,450,178,41,179
"G19909","2006-2010",,,,,,,,,,,,,,,,,,,,,"Coopersville, MI Urban Cluster","19909",,,,,,,,,,,"Coopersville, MI Urban Cluster",3730,3602,23,0,105,0,0,0,0,0,"Coopersville, MI Urban Cluster",182,211,34,109,114,109,109,109,109,109
"G19936","2006-2010",,,,,,,,,,,,,,,,,,,,,"Coos Bay, OR Urban Cluster","19936",,,,,,,,,,,"Coos Bay, OR Urban Cluster",31944,28473,247,818,370,38,401,1597,141,1456,"Coos Bay, OR Urban Cluster",661,707,236,313,110,46,259,468,105,441
"G19963","2006-2010",,,,,,,,,,,,,,,,,,,,,"Copperopolis (Sierra Conservation Center), CA Urban Cluster","19963",,,,,,,,,,,"Copperopolis (Sierra Conservation Center), CA Urban Cluster",4600,1880,1112,54,94,34,1143,283,129,154,"Copperopolis (Sierra Conservation Center), CA Urban Cluster",309,236,177,33,34,26,191,86,55,61
"G19990","2006-2010",,,,,,,,,,,,,,,,,,,,,"Coquille, OR Urban Cluster","19990",,,,,,,,,,,"Coquille, OR Urban Cluster",4320,4026,0,42,0,0,45,207,0,207,"Coquille, OR Urban Cluster",239,249,123,46,123,123,55,112,123,112
"G20017","2006-2010",,,,,,,,,,,,,,,,,,,,,"Corbin, KY Urban Cluster","20017",,,,,,,,,,,"Corbin, KY Urban Cluster",16434,16284,12,0,77,7,21,33,0,33,"Corbin, KY Urban Cluster",1077,1102,23,123,55,13,37,47,123,47
"G20044","2006-2010",,,,,,,,,,,,,,,,,,,,,"Corcoran, CA Urban Cluster","20044",,,,,,,,,,,"Corcoran, CA Urban Cluster",24996,12878,3282,510,650,22,6852,802,429,373,"Corcoran, CA Urban Cluster",506,731,316,179,236,21,678,169,136,140
"G20071","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cordele, GA Urban Cluster","20071",,,,,,,,,,,"Cordele, GA Urban Cluster",12621,3395,8798,0,247,0,141,40,23,17,"Cordele, GA Urban Cluster",567,458,448,132,321,132,136,50,29,25
"G20098","2006-2010",,,,,,,,,,,,,,,,,,,,,"Corinth, MS Urban Cluster","20098",,,,,,,,,,,"Corinth, MS Urban Cluster",10998,8351,2439,0,12,0,19,177,0,177,"Corinth, MS Urban Cluster",685,565,346,127,20,127,21,102,127,102
"G20125","2006-2010",,,,,,,,,,,,,,,,,,,,,"Corinth, NY Urban Cluster","20125",,,,,,,,,,,"Corinth, NY Urban Cluster",3225,3194,25,0,0,0,0,6,0,6,"Corinth, NY Urban Cluster",196,197,36,123,123,123,123,9,123,9
"G20152","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cornelia--Baldwin, GA Urban Cluster","20152",,,,,,,,,,,"Cornelia, GA Urban Cluster",17683,13923,1418,16,576,0,1557,193,5,188,"Cornelia, GA Urban Cluster",2244,2148,138,25,160,132,376,111,8,109
"G20179","2006-2010",,,,,,,,,,,,,,,,,,,,,"Corning, AR Urban Cluster","20179",,,,,,,,,,,"Corning, AR Urban Cluster",2864,2824,0,21,0,0,9,10,0,10,"Corning, AR Urban Cluster",182,182,119,36,119,119,15,10,119,10
"G20206","2006-2010",,,,,,,,,,,,,,,,,,,,,"Corning, CA Urban Cluster","20206",,,,,,,,,,,"Corning, CA Urban Cluster",8447,6159,0,204,91,21,1615,357,164,193,"Corning, CA Urban Cluster",643,596,132,146,73,30,591,176,126,112
"G20233","2006-2010",,,,,,,,,,,,,,,,,,,,,"Corning, NY Urban Cluster","20233",,,,,,,,,,,"Corning, NY Urban Cluster",18273,17149,413,5,448,0,73,185,46,139,"Corning, NY Urban Cluster",407,402,199,10,160,123,70,92,65,75
"G20260","2006-2010",,,,,,,,,,,,,,,,,,,,,"Corporation of Ranson--Charles Town, WV Urban Cluster","20260",,,,,,,,,,,"Corporation of Ranson--Charles Town, WV Urban Cluster",13440,10672,1837,0,196,0,440,295,67,228,"Corporation of Ranson--Charles Town, WV Urban Cluster",826,849,434,119,130,119,250,181,88,149
"G20287","2006-2010",,,,,,,,,,,,,,,,,,,,,"Corpus Christi, TX Urbanized Area","20287",,,,,,,,,,,"Corpus Christi, TX Urbanized Area",312647,257321,13266,1128,5243,55,29203,6431,2363,4068,"Corpus Christi, TX Urbanized Area",1251,2549,407,287,293,89,1972,829,508,549
"G20314","2006-2010",,,,,,,,,,,,,,,,,,,,,"Corry, PA Urban Cluster","20314",,,,,,,,,,,"Corry, PA Urban Cluster",7069,6588,107,25,16,0,0,333,0,333,"Corry, PA Urban Cluster",129,211,84,23,27,109,109,181,109,181
"G20341","2006-2010",,,,,,,,,,,,,,,,,,,,,"Corsicana, TX Urban Cluster","20341",,,,,,,,,,,"Corsicana, TX Urban Cluster",22548,14121,4963,893,69,0,2239,263,123,140,"Corsicana, TX Urban Cluster",573,836,488,569,73,127,600,136,123,71
"G20368","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cortez, CO Urban Cluster","20368",,,,,,,,,,,"Cortez, CO Urban Cluster",8397,6329,0,1402,106,0,336,224,47,177,"Cortez, CO Urban Cluster",263,454,123,452,74,123,213,124,47,109
"G20395","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cortland, NY Urban Cluster","20395",,,,,,,,,,,"Cortland, NY Urban Cluster",27358,25985,339,86,242,14,206,486,122,364,"Cortland, NY Urban Cluster",440,528,140,59,117,24,123,203,99,182
"G20422","2006-2010",,,,,,,,,,,,,,,,,,,,,"Corvallis, OR Urbanized Area","20422",,,,,,,,,,,"Corvallis, OR Urbanized Area",61620,53302,776,524,3802,127,1304,1785,119,1666,"Corvallis, OR Urbanized Area",575,624,145,152,275,69,425,332,83,327
"G20449","2006-2010",,,,,,,,,,,,,,,,,,,,,"Corydon, IN Urban Cluster","20449",,,,,,,,,,,"Corydon, IN Urban Cluster",4252,4014,39,0,0,0,126,73,0,73,"Corydon, IN Urban Cluster",291,321,52,119,119,119,186,76,119,76
"G20476","2006-2010",,,,,,,,,,,,,,,,,,,,,"Coshocton, OH Urban Cluster","20476",,,,,,,,,,,"Coshocton, OH Urban Cluster",11657,11100,193,40,98,0,27,199,0,199,"Coshocton, OH Urban Cluster",309,349,98,39,61,119,36,89,119,89
"G20503","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cottage Grove, OR Urban Cluster","20503",,,,,,,,,,,"Cottage Grove, OR Urban Cluster",10231,9259,106,166,35,0,192,473,84,389,"Cottage Grove, OR Urban Cluster",430,494,105,135,50,123,145,208,88,189
"G20530","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cottonport, LA Urban Cluster","20530",,,,,,,,,,,"Cottonport, LA Urban Cluster",3854,1268,2495,28,0,4,17,42,0,42,"Cottonport, LA Urban Cluster",519,267,459,27,123,7,21,33,123,33
"G20557","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cottonwood, AZ Urban Cluster","20557",,,,,,,,,,,"Cottonwood, AZ Urban Cluster",26446,23219,135,740,60,41,1509,742,301,441,"Cottonwood, AZ Urban Cluster",1117,1036,106,287,60,47,859,244,156,195
"G20584","2006-2010",,,,,,,,,,,,,,,,,,,,,"Cottonwood, CA Urban Cluster","20584",,,,,,,,,,,"Cottonwood, CA Urban Cluster",4510,4072,11,70,0,0,275,82,12,70,"Cottonwood, CA Urban Cluster",550,561,18,65,132,132,216,65,21,63
